Faction,VoiceId,EventId,Variant,FrequencyTier,Priority,CooldownSeconds,ConcurrencyGroup,InterruptPolicy,ContextDescription,TextRu,SpokenTextRu,Emotion,Pace,Intensity,ControlInstruction,CanonicalSource,CanonicalPreserved,Status,Notes
SU,EVA_SU_KONTUR,ENEMY_SUPERWEAPON_FIRED,02,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Пуск супероружия врага,Вражеское супероружие активировано! Всем в укрытие!,Вражеское супероружие активировано! Всем в укрытие!,Urgent,Fast,Critical,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=ENEMY_SUPERWEAPON_FIRED;Variant=02
SU,EVA_SU_KONTUR,FACTION_RESOURCE_MAX,01,Rare,2,15.0,CG_Intel,Queue,Мобилизация 100%,Мобилизация завершена. Армия готова к общему нажиму.,Мобилизация завершена. Армия готова к общему нажиму.,Authoritative,Commanding,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Bible_v2,true,Approved,Faction=SU;Event=FACTION_RESOURCE_MAX;Variant=01
SU,EVA_SU_KONTUR,FACTION_RESOURCE_MAX,02,Rare,2,15.0,CG_Intel,Queue,Мобилизация 100%,Шкала мобилизации на максимуме. Применить общий нажим!,Шкала мобилизации на максимуме. Применить общий нажим!,Authoritative,Commanding,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=FACTION_RESOURCE_MAX;Variant=02
SU,EVA_SU_KONTUR,BUILDING_UNDER_ATTACK,01,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Атака на вспомогательное здание,Вспомогательное строение под огнём.,Вспомогательное строение под огнём.,Firm,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=BUILDING_UNDER_ATTACK;Variant=01
SU,EVA_SU_KONTUR,BUILDING_UNDER_ATTACK,02,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Атака на вспомогательное здание,Аванпост атакован противником.,Аванпост атакован противником.,Firm,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=BUILDING_UNDER_ATTACK;Variant=02
SU,EVA_SU_KONTUR,BUILDING_UNDER_ATTACK,03,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Атака на вспомогательное здание,Наши оборонительные сооружения повреждены.,Наши оборонительные сооружения повреждены.,Firm,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=BUILDING_UNDER_ATTACK;Variant=03
SU,EVA_SU_KONTUR,STRUCTURE_SOLD,01,Standard,3,2.0,CG_Production,Queue,Продажа здания,Объект демонтирован. Ресурсы возвращены.,Объект демонтирован. Ресурсы возвращены.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=STRUCTURE_SOLD;Variant=01
SU,EVA_SU_KONTUR,STRUCTURE_SOLD,02,Standard,3,2.0,CG_Production,Queue,Продажа здания,Строение продано.,Строение продано.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=STRUCTURE_SOLD;Variant=02
SU,EVA_SU_KONTUR,STRUCTURE_SOLD,03,Standard,3,2.0,CG_Production,Queue,Продажа здания,Демонтаж завершён.,Демонтаж завершён.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=STRUCTURE_SOLD;Variant=03
SU,EVA_SU_KONTUR,CONSTRUCTION_CANCELLED,01,Standard,3,2.0,CG_Production,Queue,Отмена постройки,Строительство отменено.,Строительство отменено.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=CONSTRUCTION_CANCELLED;Variant=01
SU,EVA_SU_KONTUR,CONSTRUCTION_CANCELLED,02,Standard,3,2.0,CG_Production,Queue,Отмена постройки,Проект отозван командованием.,Проект отозван командованием.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=CONSTRUCTION_CANCELLED;Variant=02
SU,EVA_SU_KONTUR,CONSTRUCTION_CANCELLED,03,Standard,3,2.0,CG_Production,Queue,Отмена постройки,Возведение объекта остановлено.,Возведение объекта остановлено.,Restrained,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=CONSTRUCTION_CANCELLED;Variant=03
SU,EVA_SU_KONTUR,UPGRADE_COMPLETE,01,Standard,3,3.0,CG_Production,Queue,Завершение исследования T2/T3,Модернизация завершена. Технологии доступны.,Модернизация завершена. Технологии доступны.,Authoritative,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=UPGRADE_COMPLETE;Variant=01
SU,EVA_SU_KONTUR,UPGRADE_COMPLETE,02,Standard,3,3.0,CG_Production,Queue,Завершение исследования T2/T3,Исследование в Научном комплексе «Гром» окончено.,Исследование в Научном комплексе Гром окончено.,Authoritative,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=UPGRADE_COMPLETE;Variant=02
SU,EVA_SU_KONTUR,UPGRADE_COMPLETE,03,Standard,3,3.0,CG_Production,Queue,Завершение исследования T2/T3,Разработка улучшений завершена.,Разработка улучшений завершена.,Authoritative,Commanding,Medium,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=UPGRADE_COMPLETE;Variant=03
SU,EVA_SU_KONTUR,SUPERWEAPON_READY,01,Standard,1,0.0,CG_Superweapon,InterruptImmediate,Готовность «Карателя» / «Железного купола»,Ракетный комплекс «Каратель» готов к запуску!,Ракетный комплекс Каратель готов к запуску!,Authoritative,Commanding,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=SUPERWEAPON_READY;Variant=01
SU,EVA_SU_KONTUR,SUPERWEAPON_READY,02,Standard,1,0.0,CG_Superweapon,InterruptImmediate,Готовность «Карателя» / «Железного купола»,Комплекс «Железный купол» заряжен.,Комплекс Железный купол заряжен.,Authoritative,Commanding,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=SUPERWEAPON_READY;Variant=02
SU,EVA_SU_KONTUR,SUPERWEAPON_READY,03,Standard,1,0.0,CG_Superweapon,InterruptImmediate,Готовность «Карателя» / «Железного купола»,Стратегическое оружие готово к применению.,Стратегическое оружие готово к применению.,Authoritative,Commanding,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=SUPERWEAPON_READY;Variant=03
SU,EVA_SU_KONTUR,SUPERWEAPON_COUNTDOWN_STARTED,01,Standard,1,0.0,CG_Superweapon,InterruptImmediate,Отсчёт до удара врага,Внимание! Обратный отсчёт вражеского удара запущен!,Внимание! Обратный отсчёт вражеского удара запущен!,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=SUPERWEAPON_COUNTDOWN_STARTED;Variant=01
SU,EVA_SU_KONTUR,SUPERWEAPON_COUNTDOWN_STARTED,02,Standard,1,0.0,CG_Superweapon,InterruptImmediate,Отсчёт до удара врага,Таймер вражеского супероружия активирован.,Таймер вражеского супероружия активирован.,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=SUPERWEAPON_COUNTDOWN_STARTED;Variant=02
SU,EVA_SU_KONTUR,SUPERWEAPON_COUNTDOWN_STARTED,03,Standard,1,0.0,CG_Superweapon,InterruptImmediate,Отсчёт до удара врага,Удар врага неизбежен. Принять меры защиты.,Удар врага неизбежен. Принять меры защиты.,Urgent,Fast,High,"Authoritative mature female military command voice, low contralto, precise Russian diction, restrained emotion, firm concise delivery, calm under pressure.",RA4_Design_v2,false,Approved,Faction=SU;Event=SUPERWEAPON_COUNTDOWN_STARTED;Variant=03
